date,instrument,weight
2022-06-07,rb1s,-0.1254618465820325
2022-06-08,cl1s,0.1162046413191452
2022-06-08,ho1s,0.0
2022-06-08,ng1s,-0.07163731191924527
2022-06-08,rb1s,-0.1273742965880801
2022-06-09,cl1s,0.11790853363601399
2022-06-09,ho1s,0.0
2022-06-09,ng1s,0.0
2022-06-09,rb1s,-0.12942557561966025
2022-06-10,cl1s,0.11954311345542132
2022-06-10,ho1s,0.0
2022-06-10,ng1s,0.0
2022-06-10,rb1s,-0.12860654679802183
2022-06-13,cl1s,0.12153342051331771
2022-06-13,ho1s,0.0
2022-06-13,ng1s,0.0
2022-06-13,rb1s,0.1263687375277443
2022-06-14,cl1s,0.12243080358474617
2022-06-14,ho1s,0.0
2022-06-14,ng1s,0.0
2022-06-14,rb1s,0.12781763981627026
2022-06-15,cl1s,0.12200474529511932
2022-06-15,ho1s,0.0
2022-06-15,ng1s,0.0
2022-06-15,rb1s,0.1274568478012784
2022-06-16,cl1s,0.12340680390411489
2022-06-16,ho1s,0.0
2022-06-16,ng1s,0.0
2022-06-16,rb1s,0.12917122202082143
2022-06-17,cl1s,0.11512900569091536
2022-06-17,ho1s,0.0
2022-06-17,ng1s,-0.06363384820299747
2022-06-17,rb1s,0.12552317615237946
2022-06-20,cl1s,0.0
2022-06-20,ho1s,0.0
2022-06-20,ng1s,0.0
2022-06-20,rb1s,0.0
2022-06-21,cl1s,0.11671829175680033
2022-06-21,ho1s,0.0
2022-06-21,ng1s,-0.06456977540605346
2022-06-21,rb1s,0.12761932092874959
2022-06-22,cl1s,0.11640540936129465
2022-06-22,ho1s,0.0
2022-06-22,ng1s,-0.06562847384985811
2022-06-22,rb1s,0.12958138260146837
2022-06-23,cl1s,0.11757333645799327
2022-06-23,ho1s,0.0
2022-06-23,ng1s,0.0
2022-06-23,rb1s,0.13039494641725594
2022-06-24,cl1s,0.11727769272901116
2022-06-24,ho1s,0.0
2022-06-24,ng1s,0.0
2022-06-24,rb1s,0.1296994610375692
2022-06-27,cl1s,0.11860637843999532
2022-06-27,ho1s,0.0
2022-06-27,ng1s,0.0
2022-06-27,rb1s,0.13126588302479034
2022-06-28,cl1s,0.11982878750814799
2022-06-28,ho1s,0.0
2022-06-28,ng1s,0.0
2022-06-28,rb1s,-0.1314820314517134
2022-06-29,cl1s,0.12087083318377301
2022-06-29,ho1s,0.0
2022-06-29,ng1s,-0.06756351199456449
2022-06-29,rb1s,-0.1299415293867481
2022-06-30,cl1s,0.11938876616952769
2022-06-30,ho1s,0.0
2022-06-30,ng1s,0.0
2022-06-30,rb1s,0.12431987958600449
