date,instrument,weight
2022-05-25,cl1s,0.041689531592876625
2022-05-25,ng1s,-0.0
2022-05-25,rb1s,0.103088066201607
2022-05-26,cl1s,0.15264866402317034
2022-05-26,rb1s,0.1452061516517653
2022-05-27,cl1s,0.13067626867020748
2022-05-27,rb1s,-0.0
2022-05-31,cl1s,0.058958678059158436
2022-05-31,ho1s,-0.0
2022-05-31,rb1s,-0.0
2022-06-01,cl1s,0.06783773657699907
2022-06-01,ng1s,-0.0
2022-06-01,rb1s,-0.0
2022-06-02,cl1s,0.11535465840293316
2022-06-02,ho1s,-0.0
2022-06-02,ng1s,-0.0
2022-06-02,rb1s,-0.0
2022-06-03,cl1s,0.1362028705530564
2022-06-03,ng1s,-0.0
2022-06-03,rb1s,-0.21227655016696417
2022-06-06,cl1s,0.05879799067221196
2022-06-06,ng1s,-0.0
2022-06-06,rb1s,-0.0
2022-06-07,cl1s,0.09659831310523491
2022-06-07,ng1s,-0.1298114179688017
2022-06-07,rb1s,-0.0
2022-06-08,cl1s,0.17215581984889708
2022-06-08,ng1s,-0.04316750834524365
2022-06-08,rb1s,-0.0
2022-06-09,cl1s,0.09096372589014298
2022-06-09,rb1s,-0.0
2022-06-10,cl1s,0.020078397776963807
2022-06-10,rb1s,-0.0
2022-06-13,cl1s,0.025344452526578798
2022-06-13,rb1s,0.12485177962427627
2022-06-14,cl1s,0.0148597585553521
2022-06-14,rb1s,0.08115968378735078
2022-06-15,cl1s,0.124885259616623
2022-06-15,rb1s,0.1537005820283223
