strategy,rows,nonzero_weights,mean_abs_weight,max_abs_weight,mean_daily_gross,max_daily_gross,mean_daily_net,mean_active_count,mean_daily_pnl,annualized_vol,annualized_sharpe,cumulative_pnl
fixed,270,270,0.11429782529027725,0.1894688222714142,0.24887429700302308,0.42281281557386907,0.0567112777451042,2.1774193548387095,0.0006662850127344656,0.0391270471232147,4.291246990357862,0.08195305656633926
neural,270,270,0.18954562830957672,0.25,0.41272031970633644,0.7349044840095023,-0.06766055423396153,2.1774193548387095,-0.00040650229374747257,0.06912617728092367,-1.4819071740081953,-0.04999978213093913
