date,instrument,weight
2022-01-03,cl1s,-0.24564094490887253
2022-01-03,rb1s,-0.25
2022-01-04,cl1s,-0.24906508051342
2022-01-04,rb1s,-0.25
2022-01-05,cl1s,-0.25
2022-01-05,rb1s,-0.25
2022-01-06,cl1s,-0.25
2022-01-06,rb1s,-0.25
2022-01-07,cl1s,-0.25
2022-01-07,rb1s,-0.25
2022-01-10,cl1s,-0.25
2022-01-10,rb1s,-0.25
2022-01-11,cl1s,-0.25
2022-01-11,rb1s,-0.25
2022-01-12,cl1s,-0.25
2022-01-12,rb1s,-0.25
2022-01-13,cl1s,-0.25
2022-01-13,ng1s,-0.11332472216680282
2022-01-13,rb1s,-0.25
2022-01-14,cl1s,-0.25
2022-01-14,ng1s,-0.11522180596208369
2022-01-14,rb1s,0.25
2022-01-18,cl1s,-0.25
2022-01-18,ng1s,-0.11715008437152215
2022-01-18,rb1s,0.25
2022-01-19,cl1s,-0.25
2022-01-19,rb1s,-0.25
2022-01-20,cl1s,-0.25
2022-01-20,rb1s,-0.25
2022-01-21,cl1s,-0.25
2022-01-21,rb1s,0.25
2022-01-24,cl1s,-0.25
2022-01-24,rb1s,-0.25
2022-01-25,cl1s,-0.25
2022-01-25,ng1s,-0.1200723263195457
2022-01-25,rb1s,-0.25
2022-01-26,cl1s,-0.25
2022-01-26,ng1s,-0.0814456026675683
2022-01-26,rb1s,-0.25
2022-01-27,cl1s,-0.25
2022-01-27,ng1s,0.12047969703459961
2022-01-27,rb1s,-0.25
2022-01-28,cl1s,-0.25
2022-01-28,ng1s,0.1181453312579359
2022-01-28,rb1s,-0.25
2022-01-31,cl1s,-0.25
2022-01-31,ng1s,0.11876667818804634
2022-01-31,rb1s,-0.25
2022-02-01,cl1s,-0.25
2022-02-01,ng1s,0.11999232465777357
2022-02-01,rb1s,-0.25
2022-02-02,cl1s,-0.25
2022-02-02,ng1s,0.10798367307269438
2022-02-02,rb1s,-0.25
2022-02-03,ng1s,-0.0980608834980071
2022-02-03,rb1s,-0.25
2022-02-04,ng1s,-0.10186839002350515
2022-02-04,rb1s,-0.25
2022-02-07,rb1s,-0.25
2022-02-08,ng1s,-0.10252919382899398
2022-02-08,rb1s,0.25
2022-02-09,ng1s,-0.1026914479416918
2022-02-09,rb1s,-0.25
2022-02-10,cl1s,-0.25
2022-02-10,ng1s,-0.10433731854980144
2022-02-10,rb1s,-0.25
2022-02-11,ng1s,-0.10607978053431548
2022-02-11,rb1s,-0.25
2022-02-14,ng1s,-0.10456856604599812
2022-02-14,rb1s,0.25
2022-02-15,cl1s,-0.25
2022-02-15,ng1s,-0.08268978435876329
2022-02-15,rb1s,-0.25
2022-02-16,cl1s,-0.25
2022-02-16,ng1s,0.10485027220285562
2022-02-16,rb1s,-0.25
2022-02-17,cl1s,-0.25
2022-02-17,ng1s,-0.10228101930651823
2022-02-17,rb1s,-0.25
2022-02-18,cl1s,-0.25
2022-02-18,ng1s,-0.10458309264375402
2022-02-18,rb1s,-0.25
2022-02-22,cl1s,-0.25
2022-02-22,ng1s,0.08350762601390226
2022-02-22,rb1s,-0.25
2022-02-23,cl1s,-0.25
2022-02-23,ng1s,0.10990637670609622
2022-02-23,rb1s,-0.25
2022-02-24,cl1s,-0.25
2022-02-24,ng1s,0.11176433241290425
2022-02-24,rb1s,-0.25
2022-02-25,cl1s,-0.25
2022-02-25,ng1s,0.03916364257122517
2022-02-25,rb1s,-0.25
2022-02-28,cl1s,-0.25
