model_type,ticker,tb_config_name,feature_method,mean_auc,std_auc,median_auc,n_folds,n_cpcv_paths,median_path_trade_sharpe,mean_path_trade_sharpe,path_sharpe_iqr,min_path_trade_sharpe,max_path_trade_sharpe,mean_precision,mean_recall,mean_f1,mean_trade_count,num_days,model_name,penalty,C,l1_ratio,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,feature_params
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,corr_cluster,0.6196709278926541,0.1994015674824006,0.6680695847362514,28,7,0.3282929771753214,0.313007260007546,0.0984199305096638,0.10354594366688592,0.546956795270595,0.6731574972646401,0.6708252065394923,0.6228563652037499,10.785714285714286,10,l1_C1,l1,1.0,,,,,,balanced,"{""corr_threshold"": 0.9, ""corr_method"": ""spearman"", ""selection_method"": ""target_corr"", ""min_periods"": 20}"
logistic_regression,ng1s,parkinson_10d_tp2_sl2,corr_cluster,0.6196709278926541,0.1994015674824006,0.6680695847362514,28,7,0.32803848782062484,0.31158621731418024,0.09217406803385958,0.10533398229516633,0.5457967339769678,0.6731574972646401,0.6708252065394923,0.6228563652037499,10.785714285714286,10,l1_C1,l1,1.0,,,,,,balanced,"{""corr_threshold"": 0.9, ""corr_method"": ""spearman"", ""selection_method"": ""target_corr"", ""min_periods"": 20}"
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,pca,0.6044950860427052,0.18018043865764455,0.5936507936507938,28,7,0.31965501111860467,0.39573869661979494,0.40549820699467465,0.12567434049440313,0.7030265601736829,0.7347259620631469,0.6410541839113267,0.6175132135047187,9.928571428571429,10,l2_C1,l2,1.0,,,,,,balanced,"{""n_components"": 0.95, ""standardize"": true, ""impute_strategy"": ""median"", ""component_prefix"": ""pca"", ""random_state"": 42, ""svd_solver"": ""full""}"
logistic_regression,ng1s,parkinson_10d_tp2_sl2,pca,0.6044950860427052,0.18018043865764455,0.5936507936507938,28,7,0.3134846267843626,0.39392461376159316,0.40263257524965407,0.12743117291688993,0.6949517937969892,0.7347259620631469,0.6410541839113267,0.6175132135047187,9.928571428571429,10,l2_C1,l2,1.0,,,,,,balanced,"{""n_components"": 0.95, ""standardize"": true, ""impute_strategy"": ""median"", ""component_prefix"": ""pca"", ""random_state"": 42, ""svd_solver"": ""full""}"
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,none,0.6028077150472982,0.1977787803298639,0.5891053391053391,28,7,0.3270811086370517,0.31594181414888567,0.14465711724348124,0.14334576037821725,0.5932569993013267,0.6811283458604888,0.6435748775034489,0.6046257216192806,10.321428571428571,10,l1_C1,l1,1.0,,,,,,balanced,{}
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,pca,0.5518401024545742,0.08623000672577846,0.5728705692803437,28,7,0.05030713745405884,0.04122832504268148,0.03836425495179716,0.0024314710785704255,0.0674389906195974,0.5189199766712329,0.5867142998392467,0.5290140634303366,69.10714285714286,10,l2_C0.1,l2,0.1,,,,,,balanced,"{""n_components"": 0.95, ""standardize"": true, ""impute_strategy"": ""median"", ""component_prefix"": ""pca"", ""random_state"": 42, ""svd_solver"": ""full""}"
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,pca,0.5496642824852003,0.08731692548125075,0.5715091299677766,28,7,0.03685074831980934,0.03599296513008071,0.036525120050083106,-0.0017498723389538483,0.07351115177075455,0.5140088438148149,0.6114488819007847,0.535917235840591,72.75,10,elastic_C0.1_l1r0.5,elasticnet,0.1,0.5,,,,,balanced,"{""n_components"": 0.95, ""standardize"": true, ""impute_strategy"": ""median"", ""component_prefix"": ""pca"", ""random_state"": 42, ""svd_solver"": ""full""}"
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,pca,0.547681365226918,0.08630941875985863,0.5688480128893663,28,7,0.04577835105395972,0.03939217534395965,0.025034079848061115,-0.0045651825593861625,0.06752699903379684,0.5189046415259849,0.5881226805025536,0.5285744037690379,69.25,10,elastic_C1_l1r0.5,elasticnet,1.0,0.5,,,,,balanced,"{""n_components"": 0.95, ""standardize"": true, ""impute_strategy"": ""median"", ""component_prefix"": ""pca"", ""random_state"": 42, ""svd_solver"": ""full""}"
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,pca,0.5474112603145621,0.0866512585470567,0.5710848549946294,28,7,0.047533153639717975,0.03756118369557152,0.022164091529901064,-0.002927641764014948,0.054678904109556344,0.5192938571382865,0.5866161770302353,0.5276720257957496,69.07142857142857,10,l2_C1,l2,1.0,,,,,,balanced,"{""n_components"": 0.95, ""standardize"": true, ""impute_strategy"": ""median"", ""component_prefix"": ""pca"", ""random_state"": 42, ""svd_solver"": ""full""}"
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,pca,0.5471837490824764,0.0860006315941689,0.5657223415682063,28,7,0.052059047396884085,0.04025539336247289,0.025384280381898355,-0.005811177585939794,0.06874748025635626,0.5185600462915071,0.5904427765059014,0.529312093846627,69.57142857142857,10,l1_C1,l1,1.0,,,,,,balanced,"{""n_components"": 0.95, ""standardize"": true, ""impute_strategy"": ""median"", ""component_prefix"": ""pca"", ""random_state"": 42, ""svd_solver"": ""full""}"
