model_type,ticker,tb_config_name,feature_method,mean_auc,std_auc,median_auc,n_folds,n_cpcv_paths,median_path_trade_sharpe,mean_path_trade_sharpe,path_sharpe_iqr,min_path_trade_sharpe,max_path_trade_sharpe,mean_precision,mean_recall,mean_f1,mean_trade_count,num_days,model_name,penalty,C,l1_ratio,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,feature_params,auc_rank_within_ticker,selection_rule,train_rows,original_feature_count,processed_feature_count
random_forest,cl1s,parkinson_10d_tp2_sl2,corr_cluster,0.6355587454217168,0.1909905406093623,0.6774675324675326,28,7,0.4223543594883385,0.4179390623170163,0.0133127198987662,0.3546929768843207,0.4723211979398856,0.6904162131917849,0.8339420158150636,0.7326416170587515,66.32142857142857,10,rf_medium_depth,,,,500.0,8.0,8.0,sqrt,balanced,"{""corr_threshold"": 0.9, ""corr_method"": ""spearman"", ""selection_method"": ""target_corr"", ""min_periods"": 20}",3,top3_mean_auc_then_highest_median_path_trade_sharpe,333,145,70
logistic_regression,ho1s,garman_klass_10d_tp2_sl2,pca,0.7361653607023977,0.1599562768565435,0.7500000000000001,28,7,0.6314217870475658,0.6687228165479214,0.1694863548318674,0.3878404927828379,0.9975097274429332,0.7926583337297625,0.7304792429792429,0.7055234538273979,9.821428571428571,10,l2_C0.1,l2,0.1,,,,,,balanced,"{""n_components"": 0.95, ""standardize"": true, ""impute_strategy"": ""median"", ""component_prefix"": ""pca"", ""random_state"": 42, ""svd_solver"": ""full""}",1,top3_mean_auc_then_highest_median_path_trade_sharpe,61,145,17
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,corr_cluster,0.6196709278926541,0.1994015674824006,0.6680695847362514,28,7,0.3282929771753214,0.313007260007546,0.0984199305096638,0.1035459436668859,0.546956795270595,0.6731574972646401,0.6708252065394923,0.6228563652037499,10.785714285714286,10,l1_C1,l1,1.0,,,,,,balanced,"{""corr_threshold"": 0.9, ""corr_method"": ""spearman"", ""selection_method"": ""target_corr"", ""min_periods"": 20}",1,top3_mean_auc_then_highest_median_path_trade_sharpe,68,145,68
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,pca,0.5518401024545742,0.0862300067257784,0.5728705692803437,28,7,0.0503071374540588,0.0412283250426814,0.0383642549517971,0.0024314710785704,0.0674389906195974,0.5189199766712329,0.5867142998392467,0.5290140634303366,69.10714285714286,10,l2_C0.1,l2,0.1,,,,,,balanced,"{""n_components"": 0.95, ""standardize"": true, ""impute_strategy"": ""median"", ""component_prefix"": ""pca"", ""random_state"": 42, ""svd_solver"": ""full""}",1,top3_mean_auc_then_highest_median_path_trade_sharpe,504,145,26
