date,instrument,primary_signal,hmm_predicted_regime,hmm_regime_confidence,hmm_regime_prob_0,hmm_regime_prob_1,hmm_regime_prob_2,hmm_regime_prob_3
2020-01-06,nq1s,-1,3.0,0.9987555644527004,9.57867222388745e-08,0.000982134989527,0.0002622047705047,0.9987555644527004
2020-01-06,pl1s,1,0.0,0.9999999940409908,0.9999999940409908,9.021458959805147e-10,5.058639387904075e-09,2.0958835838268152e-26
2020-01-06,rb1s,1,0.0,0.9008102317687124,0.9008102317687124,0.006493450984036,0.0006864881903844,0.092009829057269
2020-01-06,si1s,1,1.0,0.9864060641035892,0.0008746372308212,0.9864060641035892,0.0006045752647002,0.0121147234024134
2020-01-07,cl1s,-1,2.0,0.9992237860240998,0.0003717188090968,0.0003527564263077,0.9992237860240998,5.173874378784607e-05
2020-01-07,es1s,1,3.0,0.9999045568804452,7.616715092202311e-08,5.309480849060074e-05,4.22721441162953e-05,0.9999045568804452
2020-01-07,fesx1s,1,3.0,0.999887847937673,4.3184960322440755e-05,2.9427442899973322e-08,6.893767332264685e-05,0.999887847937673
2020-01-07,gc1s,0,2.0,0.6958607075139894,4.764906426976703e-05,0.2149115476155341,0.6958607075139894,0.0891800958031687
2020-01-07,hg1s,1,0.0,0.9987566630128552,0.9987566630128552,1.9002887799117684e-06,0.0012282255258129,1.3211175630282949e-05
2020-01-07,ho1s,0,1.0,0.9979749722663666,0.0014675126855368,0.9979749722663666,0.000156980112034,0.0004005349341367
2020-01-07,ng1s,0,2.0,0.6266285483629933,0.0001387834398254,0.3710121400684484,0.6266285483629933,0.0022205281299202
2020-01-07,nq1s,-1,3.0,0.9998765210210412,9.160859557043675e-09,6.840016472034108e-05,5.506965223521693e-05,0.9998765210210412
2020-01-07,pl1s,1,1.0,0.5773218868438066,0.0489288736585787,0.5773218868438066,0.0055640466574721,0.3681851928389874
2020-01-07,rb1s,-1,0.0,0.9972893111528351,0.9972893111528351,0.0024962633883659,0.0002143511501661,7.431018863260734e-08
2020-01-07,si1s,1,3.0,0.9487663238773628,0.0015382057876995,0.0493416698677942,0.0003538004653155,0.9487663238773628
2020-01-08,cl1s,0,0.0,0.9999999944702722,0.9999999944702722,2.6082631435096953e-09,2.163336291425574e-31,2.918639584724005e-09
2020-01-08,es1s,1,2.0,0.6369726657664917,0.0070137560104286,0.3556126664678064,0.6369726657664917,0.0004009117535694
2020-01-08,fesx1s,1,3.0,0.4194113771368005,0.1939945196498543,0.0006834105097307,0.3859106927025427,0.4194113771368005
2020-01-08,gc1s,0,0.0,0.9154577760774132,0.9154577760774132,0.0681896759491213,2.719297173760383e-22,0.0163525479769931
2020-01-08,hg1s,1,0.0,0.9846966484347688,0.9846966484347688,7.394165659912096e-06,0.0152491632228853,4.679417984534027e-05
2020-01-08,ho1s,0,0.0,0.9999913717992306,0.9999913717992306,2.8713535437260877e-25,8.574947931133839e-06,5.325238102348573e-08
2020-01-08,ng1s,0,2.0,0.9715888441068258,3.2325836899988695e-05,0.0277832434954788,0.9715888441068258,0.0005955865588855
2020-01-08,nq1s,1,1.0,0.7811671912153463,0.0002777191641463,0.7811671912153463,0.2165160302722588,0.0020390593497285
2020-01-08,pl1s,1,1.0,0.8037210221237109,0.1932841175693023,0.8037210221237109,0.0029947786753437,8.163103974548822e-08
2020-01-08,rb1s,1,1.0,0.9999982147799092,4.8999133588728726e-27,0.9999982147799092,1.7852201768498502e-06,4.195689481622055e-43
2020-01-08,si1s,1,0.0,0.996629257897276,0.996629257897276,0.0016639559856091,0.0017067322308327,5.388927325675887e-08
2020-01-09,cl1s,0,2.0,0.979769061717267,0.007663838216324,0.010412621805737,0.979769061717267,0.0021544782624465
2020-01-09,es1s,1,3.0,0.9832695663911304,1.6424377389280742e-05,0.0009738336445884,0.0157401755880637,0.9832695663911304
2020-01-09,fesx1s,-1,3.0,0.9976869634745932,0.0007232051890778,1.822094395262041e-06,0.0015880092415055,0.9976869634745932
2020-01-09,gc1s,0,2.0,0.6551066086569917,0.0087961929662772,0.1535087210824205,0.6551066086569917,0.1825884772965731
2020-01-09,hg1s,1,0.0,0.999499317866352,0.999499317866352,1.4686212420029722e-06,0.0004876677343573,1.1545776788309198e-05
2020-01-09,ho1s,0,1.0,0.9909003886497504,0.0083352532983571,0.9909003886497504,0.0006054506333575,0.0001589074161587
2020-01-09,ng1s,0,2.0,0.9974502161679618,7.056975668456629e-06,0.0013224449259585,0.9974502161679618,0.0012202819276737
2020-01-09,nq1s,-1,3.0,0.9855194534005876,4.405945301980235e-06,0.0085648990365711,0.0059112416169744,0.9855194534005876
2020-01-09,pl1s,1,3.0,0.9927137534679596,0.0044780355971893,0.002721718196443,8.649273568743767e-05,0.9927137534679596
2020-01-09,rb1s,1,0.0,0.9355259751066262,0.9355259751066262,0.0074445559088357,0.0010453340665649,0.0559841349146649
2020-01-09,si1s,1,1.0,0.9681977889104184,0.0239310128703235,0.9681977889104184,0.0078705673505157,6.308663394467519e-07
2020-01-10,cl1s,0,2.0,0.9922888191537322,0.0018087495585559,0.0058346492060391,0.9922888191537322,6.778207948871431e-05
2020-01-10,es1s,1,3.0,0.9996916052992116,2.996143165417027e-07,0.0001361326173457,0.0001719624681045,0.9996916052992116
2020-01-10,fesx1s,-1,3.0,0.9998934900368818,5.77232406177564e-05,3.560587676420648e-08,4.8751118184243514e-05,0.9998934900368818
2020-01-10,gc1s,0,2.0,0.959259556730868,8.224044905116016e-06,0.02820288923708,0.959259556730868,0.0125293299858024
2020-01-10,hg1s,1,0.0,0.9976369693701084,0.9976369693701084,1.9903996514025e-06,0.0023497399933306,1.130023926888115e-05
2020-01-10,ho1s,0,1.0,0.9976138977561766,0.0022312685260136,0.9976138977561766,0.000146160875185,8.67284296725855e-06
2020-01-10,ng1s,0,2.0,0.982473357486449,7.435921294644621e-05,0.0023791614809259,0.982473357486449,0.0150731218210159
2020-01-10,nq1s,-1,3.0,0.9997936765775828,1.8294637020591172e-08,0.0001508438013809,5.546132638565605e-05,0.9997936765775828
2020-01-10,pl1s,-1,3.0,0.9983976482479318,0.0010454037043161,0.0005323141992216,2.4633851573906517e-05,0.9983976482479318
2020-01-10,rb1s,1,0.0,0.8828034373553061,0.8828034373553061,0.0009479400756839,0.0002173355580964,0.1160312870078853
2020-01-10,si1s,1,1.0,0.6406951857922332,0.0007882660241094,0.6406951857922332,0.0007999259189524,0.3577166222659925
2020-01-13,cl1s,0,2.0,0.8323515679707889,0.0484650794236709,0.1190749034044378,0.8323515679707889,0.0001084491977517
2020-01-13,es1s,1,3.0,0.9996709218716648,3.1498319770957685e-07,9.071623957126393e-05,0.0002380469072982,0.9996709218716648
2020-01-13,fesx1s,1,3.0,0.9998629404583712,8.379817220019367e-05,5.0379971192120644e-08,5.321098805014262e-05,0.9998629404583712
2020-01-13,gc1s,0,2.0,0.681725521164918,5.020226959875885e-05,0.3154205079388967,0.681725521164918,0.0028037686298296
2020-01-13,hg1s,1,2.0,0.9770794090038232,0.0207827504699531,0.0005138039389227,0.9770794090038232,0.0016240365902547
2020-01-13,ho1s,0,1.0,0.9529043366774848,0.0461672102269305,0.9529043366774848,0.0009173615092488,1.1091588855544667e-05
2020-01-13,ng1s,0,2.0,0.9985104418463178,5.21339969560198e-06,0.0002365668306287,0.9985104418463178,0.0012477779225557
2020-01-13,nq1s,1,3.0,0.99787893949003,1.888120916979929e-07,0.0016495367646107,0.0004713349342071,0.99787893949003
2020-01-13,pl1s,0,1.0,0.9989419461871192,0.0004825146525069,0.9989419461871192,0.0004953272575523,8.021190331066678e-05
2020-01-13,rb1s,1,0.0,0.9981400714591456,0.9981400714591456,0.0004204276291838,9.070414020633746e-05,0.0013487967683861
2020-01-13,si1s,1,1.0,0.9996797402331792,0.0001626614158813,0.9996797402331792,0.0001569151196968,6.832320747283427e-07
2020-01-14,cl1s,0,1.0,0.8252988208547115,0.0007007067330838,0.8252988208547115,0.1732961244459808,0.0007043479637433
2020-01-14,es1s,1,3.0,0.9998292803071076,8.144933915896413e-08,1.8139351968648603e-05,0.0001524988923552,0.9998292803071076
2020-01-14,fesx1s,1,3.0,0.9998255688632868,8.567126287060621e-05,5.3113277757256414e-08,8.870676007320895e-05,0.9998255688632868
2020-01-14,gc1s,0,2.0,0.9933034246623664,6.951430425723787e-07,0.006258053254682,0.9933034246623664,0.000437826942702
2020-01-14,hg1s,1,0.0,0.9959842448729334,0.9959842448729334,2.5103610024876397e-05,0.0039185914245113,7.20600921448571e-05
2020-01-14,ho1s,0,1.0,0.9993498408860756,0.0001404947294093,0.9993498408860756,8.825282524087586e-05,0.0004214115564515
2020-01-14,ng1s,0,2.0,0.9984793619229384,6.536917215029286e-06,0.0002523685883397,0.9984793619229384,0.0012617325683605
2020-01-14,nq1s,1,3.0,0.999828702443889,9.022104532391575e-09,8.630064980204211e-05,8.498788508361404e-05,0.999828702443889
2020-01-14,pl1s,0,3.0,0.8529502851752544,0.0011303827022266,0.1448955255957095,0.0010238065233025,0.8529502851752544
2020-01-14,rb1s,1,0.0,0.9980811596375248,0.9980811596375248,0.0005159171683296,0.0001127919504463,0.0012901312453141
2020-01-14,si1s,1,1.0,0.9979541961976912,0.0012503668173573,0.9979541961976912,0.0007954300063046,6.982094107703032e-09
2020-01-15,cl1s,0,1.0,1.0,1.0678637226096177e-65,1.0,3.4595136435642487e-94,6.719354437763455e-72
2020-01-15,es1s,1,3.0,0.9999391904466124,5.7036464666522945e-08,2.988869560065084e-05,3.086381984353905e-05,0.9999391904466124
2020-01-15,fesx1s,1,3.0,0.9998772990489112,8.432462891591327e-05,4.4206433405487544e-08,3.833211710320106e-05,0.9998772990489112
2020-01-15,gc1s,0,2.0,0.9922250222369928,1.4775837504283217e-06,0.0077136069235652,0.9922250222369928,5.989325405295372e-05
2020-01-15,hg1s,1,0.0,0.9994131325160244,0.9994131325160244,7.591719999638251e-07,0.0005805563138498,5.551997835347311e-06
2020-01-15,ho1s,0,1.0,0.980563506880876,0.0181582998537426,0.980563506880876,0.0012632643360566,1.4928930612477082e-05
2020-01-15,ng1s,0,2.0,0.9887740614275732,0.0001566669529287,0.0038608900217802,0.9887740614275732,0.0072083816011573
2020-01-15,nq1s,1,3.0,0.9998961103828644,7.080303386519145e-09,7.098874138703616e-05,3.2893796904814244e-05,0.9998961103828644
2020-01-15,pl1s,-1,0.0,1.0,1.0,1.8889558828355657e-23,1.2619718314024471e-14,2.449082186061009e-14
2020-01-15,rb1s,1,0.0,0.999376440326726,0.999376440326726,0.0005253508162735,9.692553867880395e-05,1.2833217085607274e-06
2020-01-15,si1s,0,3.0,0.7601059146360957,0.0009497092255542,0.2382320863685421,0.0007122897722879,0.7601059146360957
2020-01-16,cl1s,0,2.0,0.9915768098663584,0.0001830260277467,0.0054958725899185,0.9915768098663584,0.002744291515698
2020-01-16,es1s,1,3.0,0.999804294066818,2.1706961171562845e-07,0.0001161682989222,7.932056498134467e-05,0.999804294066818
2020-01-16,fesx1s,1,3.0,0.999883299755018,8.008431681645786e-05,4.447948663957581e-08,3.657144688066872e-05,0.999883299755018
2020-01-16,gc1s,0,2.0,0.9977402671659126,4.373844241674728e-07,0.0022505696646831,0.9977402671659126,8.725787900880853e-06
2020-01-16,hg1s,1,0.0,0.9923572351272828,0.9923572351272828,3.3362210798817772e-06,0.0076196730036781,1.9755646238964142e-05
2020-01-16,ho1s,0,1.0,0.9936348255688848,0.0041209747798102,0.9936348255688848,0.0022327504981478,1.14491524059503e-05
