date,instrument,primary_signal,hmm_return_regime,hmm_prob_downside,hmm_prob_weak,hmm_prob_positive,hmm_prob_strong_upside,hmm_prob_downside_or_weak,hmm_prob_positive_or_strong_upside
2021-08-30,ng1s,0,downside,0.9865884366702472,0.0030355656617135,1.438799251324038e-05,0.0103616096755598,0.9896240023319607,0.010375997668073041
2021-08-30,nq1s,1,strong_upside,1.0335758755903313e-07,0.0012514206204638,0.0002408269176334,0.998507649105536,0.001251523978051359,0.9987484760231694
2021-08-30,pl1s,1,weak,0.0021313463488198,0.5460444303846012,0.4517619543742793,6.226889592300543e-05,0.548175776733421,0.4518242232702023
2021-08-30,rb1s,1,strong_upside,0.1252988392980309,0.4246499315453619,0.0155957036385187,0.434455525519299,0.5499487708433928,0.4500512291578177
2021-08-30,si1s,-1,positive,0.0028688756495138,0.0056599957119171,0.9914103825543078,6.074608478728195e-05,0.0085288713614309,0.991471128639095
2021-08-31,cl1s,1,weak,0.0021494501390292,0.996931152832982,0.0008203923465271,9.900468241424026e-05,0.9990806029720112,0.0009193970289413402
2021-08-31,es1s,-1,strong_upside,6.394332234740381e-08,4.009764128058715e-05,6.077840137697664e-05,0.9998990600122613,4.0161584602934553e-05,0.9999598384136382
2021-08-31,fesx1s,1,positive,7.761213258977649e-08,0.0004575737377184,0.9995129137074552,2.9434941436237215e-05,0.00045765134985098976,0.9995423486488915
2021-08-31,gc1s,0,strong_upside,7.475277610376264e-05,0.0024677027196023,0.0037800338133845,0.9936775106922164,0.002542455495706063,0.997457544505601
2021-08-31,hg1s,-1,positive,1.228327238289124e-05,0.0236368766318186,0.9763187729377574,3.2067155554945e-05,0.02364915990420149,0.9763508400933123
2021-08-31,ho1s,0,weak,0.0005748801334498,0.9989144420118088,0.0003927322212041,0.0001179456307227,0.9994893221452585,0.0005106778519268
2021-08-31,ng1s,0,downside,0.9888122868195524,0.0026824344016233,0.0080321192964423,0.0004731594831382,0.9914947212211757,0.0085052787795805
2021-08-31,nq1s,1,strong_upside,5.774296714287255e-09,9.257041903579444e-05,3.440039338940284e-05,0.9998730234115036,9.257619333250872e-05,0.9999074238048931
2021-08-31,pl1s,1,strong_upside,1.806991896672397e-05,0.0002544899368802,0.1232177380883401,0.8765097020531399,0.00027255985584692395,0.9997274401414801
2021-08-31,rb1s,1,downside,0.9943031094027888,0.004628726498534,0.0002504487100766,0.0008177153864321,0.9989318359013227,0.0010681640965087
2021-08-31,si1s,-1,positive,0.0003751329534825,0.0003317167544715,0.9982855119013558,0.0010076383924291,0.000706849707954,0.999293150293785
2021-09-01,cl1s,1,weak,0.0009042522979213,0.997185768258814,0.0008371438794991,0.001072835561529,0.9980900205567353,0.0019099794410281
2021-09-01,es1s,-1,strong_upside,6.702262128115541e-08,2.979068881128587e-05,4.2249221286327595e-05,0.9999278930686551,2.9857711432567025e-05,0.9999701422899415
2021-09-01,fesx1s,1,positive,1.2916640439272536e-07,0.0001511441639072,0.9997213048773148,0.0001274217923293,0.00015127333031159272,0.9998487266696441
2021-09-01,gc1s,0,strong_upside,4.669727963739997e-05,0.001305243803383,0.0171489793131531,0.9814990796015964,0.0013519410830204,0.9986480589147495
2021-09-01,hg1s,-1,weak,0.0008786700544911,0.9988774417856772,1.7671386084484672e-05,0.0002262167725461,0.9997561118401682,0.00024388815863058468
2021-09-01,ho1s,0,weak,0.0018089042703028,0.9968475510128774,0.000598793143387,0.0007447515764078,0.9986564552831801,0.0013435447197948
2021-09-01,ng1s,0,downside,0.9535742815627,0.0021757576473878,2.1091176444446973e-07,0.0442497498762315,0.9557500392100877,0.044249960787995944
2021-09-01,nq1s,1,strong_upside,6.103774356190624e-09,7.183629974803196e-05,2.757409907446979e-05,0.999900583496082,7.184240352238815e-05,0.9999281575951565
2021-09-01,pl1s,1,positive,0.0007348483875431,0.3394327287301704,0.6598324226278237,2.5538448184227257e-10,0.3401675771177135,0.6598324228832082
2021-09-01,rb1s,1,downside,0.9939609054353254,0.0057279913774164,0.0003082867878095,2.8164018508199897e-06,0.9996888968127419,0.00031110318966031997
2021-09-01,si1s,-1,strong_upside,0.0011202194278137,0.0002721004601589,0.0518670451344684,0.9467406349791972,0.0013923198879726001,0.9986076801136656
2021-09-02,cl1s,1,strong_upside,0.0011130409453118,0.1579027657374003,0.0066502599298879,0.8343339333850993,0.15901580668271212,0.8409841933149872
2021-09-02,es1s,-1,strong_upside,5.0226460772312535e-08,3.835129445973345e-05,2.541723258118502e-05,0.9999361812471388,3.840152092050576e-05,0.99996159847972
2021-09-02,fesx1s,1,positive,4.9522698567944216e-08,0.0001421945846768,0.9998354517364474,2.2304157677300712e-05,0.00014224410737536796,0.9998577558941247
2021-09-02,gc1s,0,strong_upside,4.919122334663508e-05,0.0015069977555051,0.0165540267451859,0.9818897842770316,0.0015561889788517351,0.9984438110222175
2021-09-02,hg1s,-1,positive,4.707437957103379e-05,0.0179153639950149,0.9819783533539233,5.920827293872292e-05,0.017962438374585936,0.982037561626862
2021-09-02,ho1s,0,strong_upside,0.0013288120645054,0.1498032527562415,0.0049262963149751,0.8439416388627801,0.15113206482074693,0.8488679351777552
2021-09-02,ng1s,0,downside,0.9535562368262728,0.0032907545541587,0.0426145008128681,0.0005385078084677,0.9568469913804315,0.0431530086213358
2021-09-02,nq1s,1,strong_upside,6.351186338719954e-09,8.089089615057014e-05,3.099786527876554e-05,0.9998881048884324,8.089724733690886e-05,0.9999191027537111
