date,fixed_gross,neural_gross,fixed_net,neural_net,fixed_pnl,neural_pnl
2022-01-03,0.3964134455668625,0.0873436550627733,0.3964134455668625,0.0873436550627733,0.0021139967897784956,0.0004342786386782595
2022-01-04,0.38787890258241997,0.1372144474189182,0.38787890258241997,0.1372144474189182,0.0018470645850670949,0.0006151093438789557
2022-01-05,0.42584490139485465,0.20047049673679052,0.42584490139485465,0.20047049673679052,0.0029683969153803925,0.0013749200357916443
2022-01-06,0.3860992559863393,0.2283065379209576,0.3860992559863393,0.2283065379209576,-0.0010056334393819396,-0.0006613765451679095
2022-01-07,0.4071770123260141,0.0889060304789141,0.4071770123260141,0.0889060304789141,-0.001868387813525373,-0.0004052112131037644
2022-01-10,0.4012777480322668,0.0036642830906316,0.4012777480322668,0.0036642830906316,0.007499398386893255,6.62359243981853e-05
2022-01-11,0.41425415318520475,0.3913988407678145,0.41425415318520475,0.3913988407678145,0.003300046453538266,0.0031009994859797574
2022-01-12,0.3871541607368965,0.39498583068535253,0.3871541607368965,0.39498583068535253,-0.0009572911729161329,-0.0009121466002723713
2022-01-13,0.40643550016240426,0.1877266060471875,0.40643550016240426,0.1877266060471875,0.002471778957972688,0.001092641287323505
2022-01-14,0.2330281952966727,0.1845289165532198,0.2330281952966727,0.1845289165532198,0.001426703228833287,0.001129768870777269
2022-01-18,0.242363014532374,0.2189312424577734,0.242363014532374,0.2189312424577734,0.0009237774386893204,0.0008344661944271101
2022-01-19,0.4444019748129366,0.3785233760659898,0.4444019748129366,0.3785233760659898,-0.00015299240853841606,-0.0001348205342503204
2022-01-20,0.437450555327412,0.2054416866099738,0.437450555327412,0.2054416866099738,-0.0013527649597103542,-0.00065135032292701
2022-01-21,0.25,0.0411767388160381,0.25,0.0411767388160381,-0.0026867512599272336,-0.00044252661957474
2022-01-24,0.25,0.0448188783172841,0.25,0.0448188783172841,0.00343596206158564,0.0006159838621640457
2022-01-25,0.39452875278094546,0.2470439091676488,0.39452875278094546,0.2470439091676488,0.002898882124312982,0.0018503697611452882
2022-01-26,0.25,0.183764067432445,0.25,0.183764067432445,-0.0007059721395456889,-0.0005189292474276059
2022-01-27,0.25,0.0540037221913563,0.25,0.0540037221913563,0.0002020552046209101,4.3646932550661125e-05
2022-01-28,0.4070103926587137,0.17375625939898232,0.4070103926587137,0.17375625939898232,0.0016168520367727656,0.0005184702570374177
2022-01-31,0.4131240826701572,0.3019939439962088,0.4131240826701572,0.3019939439962088,0.0004900308959956739,0.00041993471141118605
2022-02-01,0.25,0.0845262751453046,0.25,0.0845262751453046,5.6689328517989246e-05,1.9166951120456485e-05
2022-02-02,0.25,0.0435733594300023,0.25,0.0435733594300023,0.001897801956427229,0.0003307744270974608
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-09,0.1707801958801813,0.0552343281088633,0.1707801958801813,0.0552343281088633,0.00038617662908739503,0.00012489859570106809
2022-02-10,0.2487902336288137,0.0052040948975119,0.2487902336288137,0.0052040948975119,0.0029710152516898777,6.214651228961528e-05
2022-02-11,0.1886788288381916,0.25,0.1886788288381916,0.25,0.0014054802577702825,0.001862265451858941
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-15,0.45469528008210003,0.0664999673666198,0.45469528008210003,0.0664999673666198,0.0016462306657639193,0.0001085732937413279
2022-02-16,0.466363152487635,0.09887471226856687,0.466363152487635,0.09887471226856687,-0.002317813901244524,-0.0006421521510264441
2022-02-17,0.4198657159637584,0.0628314039385443,0.4198657159637584,0.0628314039385443,0.0004906275968799133,8.804075032614607e-05
2022-02-18,0.2478816760995595,9.164759958660104e-05,0.2478816760995595,9.164759958660104e-05,0.0015571032627168825,5.756971575387878e-07
2022-02-22,0.4253692529525252,0.17055434399196168,0.4253692529525252,0.17055434399196168,0.0006532302067562587,0.00027705307466688203
2022-02-23,0.4502160738219628,0.23568262655037509,0.4502160738219628,0.23568262655037509,0.0015968823226010667,0.0009130371757486696
2022-02-24,0.47216262717416413,0.2851578056628792,0.47216262717416413,0.2851578056628792,-0.0021767985886840917,-0.0013377032088022756
2022-02-25,0.4897439264318486,0.00566398888266204,0.4897439264318486,0.00566398888266204,0.005296815447186696,3.8392629144528935e-05
2022-02-28,0.2219640646076039,0.1844060086690261,0.2219640646076039,0.1844060086690261,0.003940981764502999,0.0032741368235176815
2022-03-01,0.2150770278406926,0.25,0.2150770278406926,0.25,0.0076457596181855585,0.008887234139957484
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,0.1500079981429888,0.2136494750540669,0.1500079981429888,0.2136494750540669,0.0037198974280450016,0.00529807838645525
2022-03-04,0.1128094454841096,0.1158815759215968,-0.1128094454841096,-0.1158815759215968,0.0020578326097391584,0.0021138733975340413
2022-03-07,0.116374467791107,0.0119443004514168,-0.116374467791107,-0.0119443004514168,0.0036841496519402924,0.00037812925108062395
2022-03-08,0.0977501542128018,0.1008885113165222,-0.0977501542128018,-0.1008885113165222,1.0765988804065326e-05,1.1111640611102453e-05
2022-03-09,0.0965482368428402,0.0631624052646732,-0.0965482368428402,-0.0631624052646732,-0.0011199660707627342,-0.0007326881687062666
2022-03-10,0.1139283910497128,0.0260990946673276,-0.1139283910497128,-0.0260990946673276,-0.0011562764311759382,-0.0002648836498155443
2022-03-11,0.1093278391388317,0.0772890335240244,-0.1093278391388317,-0.0772890335240244,0.0007752547439461279,0.000548064339023682
2022-03-14,0.235060100128676,0.1497382425207244,-0.235060100128676,-0.1497382425207244,0.003273316453926796,0.003036838478567474
2022-03-15,0.1244991462339758,0.0085554548020973,-0.1244991462339758,-0.0085554548020973,-0.0024528125101671732,-0.00016855478293253782
2022-03-16,0.1263269790809909,0.0928518552215011,-0.1263269790809909,-0.0928518552215011,-0.0032193850218569264,-0.0023662868702027683
2022-03-17,0.1275956883823984,0.1235655031102746,-0.1275956883823984,-0.1235655031102746,0.001623610554965133,0.0015723278554535727
2022-03-18,0.1039086513864329,0.1177026992951914,-0.1039086513864329,-0.1177026992951914,-0.003467317484863338,-0.003927609701756894
2022-03-21,0.0905339178473536,0.1522813526361423,-0.0905339178473536,-0.1522813526361423,0.0002881410422318545,0.00048466374486340894
2022-03-22,0.100994374883325,0.1326725750862606,-0.100994374883325,-0.1326725750862606,-0.0026156683512707428,-0.0034361067746162184
2022-03-23,0.0905697564917912,0.1541047669220696,-0.0905697564917912,-0.1541047669220696,0.0010205154037001528,0.001736410635506651
2022-03-24,0.1048604326443151,0.0843680728324897,-0.1048604326443151,-0.0843680728324897,-0.0007280678198307236,-0.0005857850983585524
2022-03-25,0.1008356260946898,0.1285681876925408,-0.1008356260946898,-0.1285681876925408,0.003514639478625343,0.004481261689545986
2022-03-28,0.1083610842727965,0.1334869949290665,-0.1083610842727965,-0.1334869949290665,0.0008794878460117515,0.0010834165275164104
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,0.118882823148212,0.102450105307067,0.118882823148212,0.102450105307067,9.809739411560439e-05,8.453776661211193e-05
2022-04-01,0.121997560421378,0.0516900446962367,0.121997560421378,0.0516900446962367,0.0017254134822319064,0.0007310531432596433
2022-04-04,0.1392947299812345,0.0019246337814854,0.1392947299812345,0.0019246337814854,-0.001446041441477809,-1.997993899748374e-05
2022-04-05,0.1423430271389988,0.0112043137109095,0.1423430271389988,0.0112043137109095,-0.005338594355927792,-0.0004202192909716319
2022-04-06,0.1321288350412745,0.1490524116166041,0.1321288350412745,0.1490524116166041,-0.00027759978440461755,-0.00031315584760005077
2022-04-07,0.1419586961834687,0.0767468269555505,0.1419586961834687,0.0767468269555505,0.004287060985903935,0.0023177046315488474
2022-04-08,0.1334790345445633,0.034849672978599,0.1334790345445633,0.034849672978599,-0.0054770902104797625,-0.001429998376604831
2022-04-11,0.1379257483852324,0.1199102482140163,0.1379257483852324,0.1199102482140163,0.006921318077409277,0.006017273629810264
2022-04-12,0.1426023008770955,0.1262980829846411,0.1426023008770955,0.1262980829846411,0.006217203446025068,0.0055063689150095
2022-04-13,0.24274606613922511,0.3114435653854567,0.0658860017950035,0.026995471506886304,0.0010088644192250312,0.0005416631434086991
2022-04-14,0.0936385991438059,0.1475559801560336,-0.0936385991438059,-0.1475559801560336,-0.0005413399089735289,-0.0008530450219945533
2022-04-18,0.1069442097549599,0.1244485828089346,-0.1069442097549599,-0.1244485828089346,0.004137713006047383,0.0048149639971397495
2022-04-19,0.0955783760759812,0.0391766711235597,-0.0955783760759812,-0.0391766711235597,-0.0011007671901340115,-0.0004511940457871225
2022-04-20,0.1054907686847338,0.0070369296281637,-0.1054907686847338,-0.0070369296281637,-0.0017277774537528526,-0.00011525414504772851
2022-04-21,0.1403707782230161,0.0588668378762597,-0.1403707782230161,-0.0588668378762597,0.0013328348251722857,0.0005589466166853887
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-25,0.1370255560567385,0.060948224843687,0.1370255560567385,0.060948224843687,0.003846211977477916,0.0017107742463948787
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-27,0.109219442526808,0.011394161430228,0.109219442526808,0.011394161430228,0.0017878501215884495,0.00018651489539906287
2022-04-28,0.2040524570167292,0.2852531088830993,-0.004518568067544998,-0.04259382444359611,0.00018532456933422023,0.00040415345478561165
2022-04-29,0.1186553278022405,0.0272689237047643,0.1186553278022405,0.0272689237047643,0.0002720152656866158,6.251353111511488e-05
2022-05-02,0.1174218182033866,0.0540708228432573,0.1174218182033866,0.0540708228432573,-0.001540763611911327,-0.0007094963915368144
2022-05-03,0.120841350145364,0.0543384948993241,0.120841350145364,0.0543384948993241,0.003185935420080779,0.0014326133841221155
2022-05-04,0.2236616457502357,0.28555608697444945,-0.011918669199342702,0.005209436660946892,-0.0015696874076491882,-0.0018409863621507685
2022-05-05,0.24561128311004782,0.237149688713349,0.008507656244387998,-0.045924358956264594,0.003920183997493472,0.004419502182388687
2022-05-06,0.1266604060599621,0.1322277890770302,0.1266604060599621,0.1322277890770302,-0.0025692858227611636,-0.0026822192855582325
2022-05-09,0.128012605499093,0.1357435092173917,0.128012605499093,0.1357435092173917,-0.00206752340397284,-0.00219238473547317
2022-05-10,0.26144869912407354,0.1748872704306654,0.26144869912407354,0.1748872704306654,0.006459381314711725,0.004890907474472411
2022-05-11,0.233750036077575,0.2243494102985929,0.233750036077575,0.2243494102985929,0.0020976289910992416,0.0021101491891458795
2022-05-12,0.1066063289542902,0.0473861170416035,0.1066063289542902,0.0473861170416035,0.0021897841900678445,0.000973350934641971
2022-05-13,0.0974337380811531,0.1507038096284703,0.0974337380811531,0.1507038096284703,0.0016358003812447755,0.0025301436042612134
2022-05-16,0.2205887991286158,0.3592521403800166,-0.0019025389868074088,-0.037499683531893174,5.197081662846963e-05,0.00042666950012668135
2022-05-17,0.1141545492876315,0.0890486899562318,0.1141545492876315,0.0890486899562318,-0.00089896403781015,-0.0007012560636813079
2022-05-18,0.1307978432850067,0.0204231689619266,0.1307978432850067,0.0204231689619266,0.0011608553054051598,0.00018125944164827188
2022-05-19,0.1143839378680379,0.0795891130540602,0.1143839378680379,0.0795891130540602,0.00013531632787363687,9.415401076346857e-05
2022-05-20,0.1293868592783438,0.05057949182053,0.1293868592783438,0.05057949182053,5.866296739197535e-06,2.293233714706191e-06
2022-05-23,0.1370954135972086,0.0424852406086949,0.1370954135972086,0.0424852406086949,-0.00032319165945184005,-0.00010015561465007596
2022-05-24,0.1411266166743258,0.0137518169101165,0.1411266166743258,0.0137518169101165,0.00035998408317867135,3.5077969833665236e-05
2022-05-25,0.2566343986151135,0.1447775977944836,0.2566343986151135,0.1447775977944836,0.00230164048273407,0.00109252703303429
2022-05-26,0.2369297069050903,0.29785481567493555,0.2369297069050903,0.29785481567493555,0.002358253986107503,0.00294335502200544
2022-05-27,0.1347662844761233,0.1306762686702074,0.1347662844761233,0.1306762686702074,-0.00023423356816250717,-0.0002271248243117374
2022-05-31,0.1465297017655945,0.0589586780591584,0.1465297017655945,0.0589586780591584,0.0002513081634501392,0.00010111804585665332
2022-06-01,0.1504306889681122,0.067837736576999,0.1504306889681122,0.067837736576999,0.0007004263101862504,0.000315861981673742
2022-06-02,0.1444602530312565,0.1153546584029331,0.1444602530312565,0.1153546584029331,0.0006180382228336337,0.0004935169818614678
2022-06-03,0.2958103872423302,0.34847942072002047,0.010946130555706396,-0.07607367961390768,0.0005018524354484867,0.0008438021739850741
2022-06-06,0.1594478467501,0.0587979906722119,0.1594478467501,0.0587979906722119,0.00040815061659149994,0.00015050962829756432
2022-06-07,0.28882938368946043,0.22640973107403659,0.022548076417711588,-0.033213104863566795,0.0040102112345694095,0.003493908647302512
2022-06-08,0.2818173913652986,0.2153233281941406,0.023827312684282786,0.1289883115036534,-0.001555227745632659,-0.0007186546707178819
2022-06-09,0.1566630365972181,0.0909637258901429,0.1566630365972181,0.0909637258901429,-0.0005415066811564866,-0.00031441663829765397
2022-06-10,0.1625634244343846,0.0200783977769638,0.1625634244343846,0.0200783977769638,0.0001751325665084281,2.16308271451067e-05
2022-06-13,0.2799884327930255,0.1501962321508549,0.2799884327930255,0.1501962321508549,-0.0019401112363383283,-0.0008515824829527283
2022-06-14,0.2716598311627917,0.0960194423427028,0.2716598311627917,0.0960194423427028,-0.003560522298605143,-0.0012145932635011605
2022-06-15,0.2649511598738496,0.27858584164494526,0.2649511598738496,0.27858584164494526,0.002321021424438985,0.0024082921169817184
