date,instrument,primary_signal,hmm_predicted_regime,hmm_volatility_regime,hmm_return_regime,hmm_market_state,hmm_regime_confidence,daily_return,realized_vol_20d
2020-01-06,hg1s,1,0.0,low_vol,positive,calm_positive,0.9954904901585008,0.0010764259526461206,0.00888355514926229
2020-01-06,ho1s,0,0.0,extreme_vol,downside,stress,0.978982846789861,-0.013340448568369134,0.010349765688789175
2020-01-06,ng1s,0,1.0,high_vol,downside,stress,0.70736185001781,0.002347561745201121,0.024784202186098947
2020-01-06,nq1s,-1,3.0,low_vol,strong_upside,calm_positive,0.9987555644527004,0.004256526673233507,0.0060043038412953545
2020-01-06,pl1s,1,0.0,extreme_vol,positive,upside_breakout,0.9999999940409908,-0.02433605977905251,0.014099944373544171
2020-01-06,rb1s,1,0.0,low_vol,downside,calm_negative,0.9008102317687124,0.0032021960389903015,0.012043286293541646
2020-01-06,si1s,1,1.0,low_vol,positive,calm_positive,0.9864060641035892,0.0015426142243073482,0.009228463555480657
2020-01-07,cl1s,-1,2.0,low_vol,weak,calm_negative,0.9992237860240998,-0.009009008959822928,0.009824341954014104
2020-01-07,es1s,1,3.0,low_vol,strong_upside,calm_positive,0.9999045568804452,-0.002543548633112902,0.0042042370709335485
2020-01-07,fesx1s,1,3.0,low_vol,positive,calm_positive,0.999887847937673,0.0029419630917992823,0.007257646818123889
2020-01-07,gc1s,0,2.0,low_vol,positive,calm_positive,0.6958607075139894,0.0035058643513441456,0.004679542045369057
2020-01-07,hg1s,1,0.0,low_vol,positive,calm_positive,0.9987566630128552,0.0012544819142685792,0.007395171871520216
2020-01-07,ho1s,0,1.0,low_vol,weak,calm_negative,0.9979749722663666,-0.0007375038319578087,0.010229773329910031
2020-01-07,ng1s,0,2.0,low_vol,positive,calm_positive,0.6266285483629933,0.012645704417901804,0.02385791704615038
2020-01-07,nq1s,-1,3.0,low_vol,strong_upside,calm_positive,0.9998765210210412,0.0006216445320677,0.005720540787685012
2020-01-07,pl1s,1,1.0,low_vol,weak,calm_negative,0.5773218868438066,0.0055889049966650894,0.014054783858937398
2020-01-07,rb1s,-1,0.0,low_vol,downside,calm_negative,0.9972893111528351,-0.018353852854562702,0.012660206130700324
2020-01-07,si1s,1,3.0,high_vol,strong_upside,upside_breakout,0.9487663238773628,0.011771824796491304,0.0060408583344145166
2020-01-08,cl1s,0,0.0,extreme_vol,downside,stress,0.9999999944702722,-0.04928229671059314,0.015258429382902807
2020-01-08,es1s,1,2.0,normal_vol,positive,calm_positive,0.6369726657664917,0.0077273780977709094,0.004262245264180823
2020-01-08,fesx1s,1,3.0,low_vol,positive,calm_positive,0.4194113771368005,0.002933333333396293,0.0067955521855279834
2020-01-08,gc1s,0,0.0,extreme_vol,downside,stress,0.9154577760774132,-0.008956361560027992,0.005409894811586935
2020-01-08,hg1s,1,0.0,low_vol,positive,calm_positive,0.9846966484347688,0.0066225166155493564,0.007050881278286308
2020-01-08,ho1s,0,0.0,extreme_vol,downside,stress,0.9999913717992306,-0.0365085592807326,0.013354029435621816
2020-01-08,ng1s,0,2.0,low_vol,positive,calm_positive,0.9715888441068258,-0.009713118394173437,0.021952760817081952
2020-01-08,nq1s,1,1.0,high_vol,weak,stress,0.7811671912153463,0.010335479498652322,0.005673716756328994
2020-01-08,pl1s,1,1.0,low_vol,weak,calm_negative,0.8037210221237109,-0.008027995064115001,0.014271763318827213
2020-01-08,rb1s,1,1.0,extreme_vol,weak,stress,0.9999982147799092,-0.04261990502437574,0.016129988384450525
2020-01-08,si1s,1,0.0,extreme_vol,downside,stress,0.996629257897276,-0.01228728315097194,0.007185656735737963
2020-01-09,cl1s,0,2.0,low_vol,weak,calm_negative,0.979769061717267,-0.0008387855067339967,0.015244659277906091
2020-01-09,es1s,1,3.0,low_vol,strong_upside,calm_positive,0.9832695663911304,0.004830917875607188,0.004296251852330655
2020-01-09,fesx1s,-1,3.0,low_vol,positive,calm_positive,0.9976869634745932,0.005583621376894277,0.006819625340914481
2020-01-09,gc1s,0,2.0,low_vol,positive,calm_positive,0.6551066086569917,-0.003781566460049124,0.005627225144279734
2020-01-09,hg1s,1,0.0,low_vol,positive,calm_positive,0.999499317866352,-0.0035561877182435087,0.007111641331018793
2020-01-09,ho1s,0,1.0,low_vol,weak,calm_negative,0.9909003886497504,-0.004136451496799531,0.01315549218787761
2020-01-09,ng1s,0,2.0,low_vol,positive,calm_positive,0.9974502161679618,0.011677507076461646,0.021859865558939182
2020-01-09,nq1s,-1,3.0,low_vol,strong_upside,calm_positive,0.9855194534005876,0.007211135334905805,0.005712255726829348
2020-01-09,pl1s,1,3.0,normal_vol,strong_upside,calm_positive,0.9927137534679596,0.008507989213278,0.013230892681594057
2020-01-09,rb1s,1,0.0,low_vol,downside,calm_negative,0.9355259751066262,0.0023653565423173983,0.01613601438027411
2020-01-09,si1s,1,1.0,low_vol,positive,calm_positive,0.9681977889104184,-0.012715363277844283,0.008145421360075674
2020-01-10,cl1s,0,2.0,low_vol,weak,calm_negative,0.9922888191537322,-0.008730691619788566,0.015263852970508507
2020-01-10,es1s,1,3.0,low_vol,strong_upside,calm_positive,0.9996916052992116,-0.0034340659344134217,0.004472261460302678
2020-01-10,fesx1s,-1,3.0,low_vol,positive,calm_positive,0.9998934900368818,-0.0005288207308155046,0.006538202958209671
2020-01-10,gc1s,0,2.0,low_vol,positive,calm_positive,0.959259556730868,0.003731583340289113,0.005614820265883703
2020-01-10,hg1s,1,0.0,low_vol,positive,calm_positive,0.9976369693701084,0.00410421107283887,0.006911613507075194
2020-01-10,ho1s,0,1.0,low_vol,weak,calm_negative,0.9976138977561766,-0.011127637321029504,0.012700681009543007
2020-01-10,ng1s,0,2.0,low_vol,positive,calm_positive,0.982473357486449,0.01662080313195924,0.02214616673095706
2020-01-10,nq1s,-1,3.0,low_vol,strong_upside,calm_positive,0.9997936765775828,-0.003413253412691053,0.00590745170257546
2020-01-10,pl1s,-1,3.0,normal_vol,strong_upside,calm_positive,0.9983976482479318,0.0144032921816597,0.013009477935660166
2020-01-10,rb1s,1,0.0,low_vol,downside,calm_negative,0.8828034373553061,0.004174985396648179,0.015703391643353864
2020-01-10,si1s,1,1.0,low_vol,positive,calm_positive,0.6406951857922332,0.009422391304628075,0.008167440417224291
2020-01-13,cl1s,0,2.0,low_vol,weak,calm_negative,0.8323515679707889,-0.01626016266618202,0.015614636907175903
2020-01-13,es1s,1,3.0,low_vol,strong_upside,calm_positive,0.9996709218716648,0.007657554177973536,0.004451378049495922
2020-01-13,fesx1s,1,3.0,low_vol,positive,calm_positive,0.9998629404583712,-0.00423280423169714,0.006462672863104237
2020-01-13,gc1s,0,2.0,low_vol,positive,calm_positive,0.681725521164918,-0.00608935323624471,0.005875326506480515
2020-01-13,hg1s,1,2.0,normal_vol,weak,calm_negative,0.9770794090038232,0.01688288511709568,0.007823960099003598
2020-01-13,ho1s,0,1.0,low_vol,weak,calm_negative,0.9529043366774848,-0.015764360507674824,0.012879177406523602
2020-01-13,ng1s,0,2.0,low_vol,positive,calm_positive,0.9985104418463178,-0.009083203398876027,0.02029549198643314
2020-01-13,nq1s,1,3.0,low_vol,strong_upside,calm_positive,0.99787893949003,0.012251830812162634,0.006194172918105994
